 Federal-gov; 10th; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;7****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;1****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;1****; Not-in-family; Male; >50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;1****; Other-relative; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;2****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;2****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;3****; Not-in-family; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;4****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;4****; Unmarried; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;6****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;6****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;6****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;8****; Not-in-family; Male; >50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;8****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;8****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;9****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;9****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;0-40;9****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;****; Not-in-family; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;****; Unmarried; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;1****; Not-in-family; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;1****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;1****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;1****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;1****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;1****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;2****; Own-child; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;2****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;2****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;2****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;2****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;3****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;3****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;3****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;3****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;4****; Not-in-family; Male; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;4****; Own-child; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;4****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;5****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;5****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;5****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;5****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;5****; Unmarried; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;6****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;7****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;7****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;7****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;8****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;8****; Not-in-family; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;8****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;8****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;8****; Not-in-family; Male; >50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;8****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; White;41-80;9****; Unmarried; Female; >50K
 Local-gov; Bachelors; Married-civ-spouse; Cuba; White;41-80;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; El-Salvador; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; Germany; White;0-40;2****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; Germany; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; India; Asian-Pac-Islander;41-80;5****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; Mexico; White;0-40;7****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; Mexico; White;41-80;4****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; Philippines; Asian-Pac-Islander;0-40;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; Philippines; Asian-Pac-Islander;0-40;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; Philippines; Asian-Pac-Islander;0-40;2****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; Philippines; Asian-Pac-Islander;41-80;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; Philippines; Asian-Pac-Islander;41-80;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Asian-Pac-Islander;41-80;9****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;1****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;2****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;2****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;4****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;5****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;7****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;8****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;0-40;8****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;2****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;2****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;2****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;3****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;3****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;3****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;5****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;5****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;7****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;9****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;9****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; Black;41-80;9****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;1****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;2****; Wife; Female; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;3****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;3****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;4****; Wife; Female; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;5****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;6****; Wife; Female; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;7****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;7****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;7****; Own-child; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;7****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Wife; Female; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;8****; Wife; Female; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;9****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;0-40;9****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; >50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Bachelors; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
