-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
1725140710,  Private, 7th-8th, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 4****, Not-in-family, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 4****, Not-in-family, Male, <=50K
1371072557,  Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 4****, Not-in-family, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
862467692,  Private, HS-grad, Separated, United-States, Black, 40<..<80, 2****, Unmarried, Female, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 8****, Own-child, Male, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
758778184,  Federal-gov, HS-grad, Never-married, United-States, White, 0<..<40, 8****, Other-relative, Male, <=50K
657505254,  Private, HS-grad, Never-married, Puerto-Rico, White, 0<..<40, 7****, Not-in-family, Male, <=50K
1818826003,  Private, Masters, Married-civ-spouse, Greece, White, 40<..<80, 9****, Husband, Male, <=50K
-475746868,  Self-emp-not-inc, Some-college, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Male, <=50K
717635240,  Private, Bachelors, Separated, United-States, White, 40<..<80, ****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 9****, Not-in-family, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
1464913459,  Private, Assoc-acdm, Never-married, Jamaica, Black, 0<..<40, 5****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 6****, Wife, Female, <=50K
61398401,  Private, 10th, Married-spouse-absent, United-States, Black, 40<..<80, 6****, Not-in-family, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 8****, Own-child, Male, <=50K
-687080996,  Private, Masters, Never-married, South, Asian-Pac-Islander, 0<..<40, 2****, Unmarried, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, >50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, >50K
655741241,  Self-emp-inc, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
-318557609,  Private, Some-college, Never-married, El-Salvador, White, 0<..<40, 3****, Own-child, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, >50K
-123287217,  Self-emp-not-inc, Bachelors, Married-spouse-absent, United-States, White, 40<..<80, 4****, Not-in-family, Male, >50K
-2096479655,  Local-gov, Some-college, Never-married, United-States, Black, 0<..<40, 7****, Own-child, Male, <=50K
-1644707652,  Private, Assoc-voc, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Female, <=50K
-2012170993,  Private, Doctorate, Never-married, United-States, White, 40<..<80, 8****, Not-in-family, Male, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 0<..<40, 5****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
-627164221,  Private, 9th, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 4****, Unmarried, Female, <=50K
-261462783,  Private, 7th-8th, Married-civ-spouse, Mexico, White, 0<..<40, 9****, Husband, Male, <=50K
-1644707652,  Private, Assoc-voc, Never-married, United-States, White, 0<..<40, 8****, Own-child, Male, >50K
-1550337781,  Private, HS-grad, Married-civ-spouse, Ecuador, White, 0<..<40, 7****, Husband, Male, <=50K
-403795108,  State-gov, Some-college, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
-1183032525,  Private, Some-college, Divorced, Cuba, White, 40<..<80, ****, Unmarried, Female, >50K
-2000529982,  Private, Some-college, Never-married, Thailand, White, 0<..<40, 8****, Own-child, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 3****, Own-child, Male, >50K
-1681241384,  Federal-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1464097884,  Private, Some-college, Married-civ-spouse, United-States, Other, 0<..<40, 5****, Husband, Male, <=50K
1669278059,  Private, Some-college, Married-civ-spouse, Cuba, White, 40<..<80, 5****, Wife, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Own-child, Female, <=50K
-1705792215,  State-gov, Assoc-voc, Divorced, United-States, White, 40<..<80, 3****, Unmarried, Female, <=50K
217490037,  State-gov, Doctorate, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-662686569,  Private, Masters, Married-spouse-absent, United-States, White, 40<..<80, 7****, Not-in-family, Male, >50K
-1894616390,  Private, HS-grad, Divorced, United-States, Black, 40<..<80, 9****, Own-child, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 9****, Own-child, Female, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-1894616390,  Private, HS-grad, Divorced, United-States, Black, 40<..<80, 7****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
107956216,  Local-gov, HS-grad, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 9****, Not-in-family, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 4****, Unmarried, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
266857392,  Private, 12th, Divorced, United-States, White, 0<..<40, 7****, Not-in-family, Male, >50K
2141811289,  Private, HS-grad, Never-married, Philippines, Asian-Pac-Islander, 0<..<40, 7****, Own-child, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 1****, Wife, Female, <=50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-1838884268,  Private, Some-college, Widowed, United-States, White, 40<..<80, 1****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, >50K
387629662,  Private, Some-college, Never-married, United-States, Black, 0<..<40, 1****, Unmarried, Female, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Own-child, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, >50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 8****, Unmarried, Male, >50K
158517765,  Federal-gov, Assoc-acdm, Never-married, Poland, White, 0<..<40, 9****, Own-child, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
401271651,  Private, Some-college, Married-civ-spouse, Dominican-Republic, White, 0<..<40, 5****, Husband, Male, >50K
-1242091055,  Local-gov, HS-grad, Divorced, United-States, White, 0<..<40, 7****, Unmarried, Male, <=50K
373093646,  Private, 5th-6th, Married-civ-spouse, Mexico, White, 40<..<80, ****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 2****, Own-child, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 2****, Own-child, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
98641614,  Self-emp-not-inc, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Own-child, Male, <=50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
1023780591,  Self-emp-not-inc, 7th-8th, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, >50K
-1089155597,  State-gov, Masters, Never-married, United-States, White, 0<..<40, 9****, Own-child, Female, <=50K
-1173468294,  Private, HS-grad, Divorced, Mexico, White, 0<..<40, ****, Not-in-family, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, <=50K
945086133,  Local-gov, Some-college, Married-civ-spouse, Philippines, Asian-Pac-Islander, 40<..<80, ****, Husband, Male, <=50K
-1633685607,  Local-gov, 9th, Never-married, United-States, White, 40<..<80, 9****, Own-child, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 4****, Own-child, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 1****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, >50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 0<..<40, 1****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, <=50K
1149459364,  Private, Assoc-acdm, Divorced, United-States, White, 0<..<40, 6****, Not-in-family, Male, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, >50K
-1652037660,  Self-emp-not-inc, Prof-school, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
-1681241384,  Federal-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 0<..<40, ****, Unmarried, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 6****, Not-in-family, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 9****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 7****, Wife, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Own-child, Male, <=50K
1814250195,  Local-gov, Some-college, Divorced, United-States, Black, 40<..<80, ****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
192678534,  Private, 7th-8th, Divorced, United-States, White, 40<..<80, 3****, Own-child, Male, >50K
946514547,  Self-emp-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 7****, Unmarried, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 7****, Own-child, Male, <=50K
1725140710,  Private, 7th-8th, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-1094253859,  Self-emp-inc, Masters, Widowed, United-States, White, 40<..<80, 4****, Not-in-family, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 8****, Not-in-family, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, >50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Female, >50K
642312199,  Private, 10th, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
-46911283,  Private, HS-grad, Widowed, Thailand, Asian-Pac-Islander, 40<..<80, 4****, Not-in-family, Female, >50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
